hour_of_day,login_duration,failed_attempts,country_code,device_known,typing_speed_wpm,ip_reputation,logins_last_24h,time_since_last,label
11,946.96,0,0,1,49.93,0,5,9.34,0
19,2209.41,0,0,1,55.95,0,3,9.03,0
12,2043.56,0,0,1,60.43,0,3,19.63,0
8,1799.04,0,0,1,46.14,0,3,20.36,0
20,1525.49,2,0,1,41.16,0,2,10.29,0
0,111.55,9,1,0,128.98,1,39,0.01,1
12,1305.55,0,0,1,62.94,0,2,0.62,0
16,1972.65,0,1,1,51.62,0,1,7.47,0
9,2074.24,0,0,1,68.91,0,5,14.39,0
2,83.76,6,0,0,139.2,1,39,0.84,1
14,1852.43,1,0,1,44.98,0,2,8.11,0
12,1757.21,0,0,1,40.02,0,1,17.59,0
11,1132.56,0,0,1,49.81,0,5,17.96,0
9,1688.0,0,0,1,58.91,0,1,5.37,0
9,1839.07,0,0,1,54.78,0,4,10.95,0
12,2132.65,0,0,1,56.95,0,5,9.42,0
0,299.48,9,1,0,15.43,1,48,0.22,1
2,63.42,3,1,0,8.8,1,29,0.14,1
14,1717.75,0,0,1,43.01,0,2,20.76,0
11,1242.91,0,0,1,64.27,0,2,4.24,0
13,1507.35,1,0,1,51.97,0,4,11.43,0
11,2001.11,1,0,1,68.99,0,5,21.81,0
3,281.1,3,1,0,108.7,1,27,0.33,1
13,2227.35,0,0,1,55.31,0,5,17.23,0
0,312.16,3,0,0,9.99,0,34,0.6,1
13,1812.96,0,0,1,37.64,0,5,17.73,0
13,2157.69,0,0,1,72.22,0,3,15.53,0
15,1887.59,0,0,1,53.84,0,5,3.24,0
15,1486.96,0,0,1,64.99,0,2,15.35,0
12,1686.25,0,0,1,58.2,0,1,0.5,0
12,1678.57,0,0,1,59.61,0,2,20.19,0
14,2443.17,0,0,1,59.51,0,3,20.96,0
15,1289.48,0,0,1,49.1,0,5,0.5,0
19,1567.29,0,0,0,47.86,0,1,20.21,0
12,2627.29,0,0,1,51.61,0,5,14.49,0
16,1977.68,0,0,1,34.18,1,5,12.75,0
0,170.69,3,1,0,112.82,1,38,0.51,1
0,202.62,3,1,0,20.28,0,40,0.01,1
4,10.0,8,1,0,109.12,0,17,0.61,1
15,1177.85,0,0,1,55.73,0,4,7.15,0
8,1625.68,0,0,1,75.21,0,4,12.3,0
17,1330.45,0,0,1,60.45,0,1,18.85,0
15,2800.36,0,0,1,63.29,0,1,6.33,0
14,2002.39,0,0,1,34.9,0,5,9.31,0
15,1206.81,0,0,1,63.29,0,2,7.28,0
9,1696.8,0,0,1,51.74,0,4,16.21,0
10,2468.91,1,0,0,50.22,0,2,7.63,0
12,1965.2,1,0,1,50.69,0,1,8.96,0
14,2157.86,0,0,1,44.58,0,5,9.0,0
15,2092.4,0,0,1,61.86,0,4,19.6,0
16,1815.78,0,0,1,74.4,0,5,15.9,0
10,1611.49,0,0,1,52.3,0,1,9.44,0
14,1523.1,0,0,1,62.95,0,2,14.83,0
17,2292.28,1,0,1,47.14,0,2,8.72,0
16,2139.84,0,0,1,57.44,0,2,5.31,0
11,1792.05,0,0,1,64.09,0,3,11.93,0
17,1796.28,2,0,1,47.85,0,1,18.71,0
9,2633.89,1,0,1,50.69,0,5,15.18,0
22,393.04,4,1,1,120.05,1,37,0.61,1
14,2036.45,0,0,1,49.36,0,5,13.56,0
2,95.29,5,1,0,12.04,0,12,0.01,1
9,791.09,1,0,1,57.32,0,2,4.12,0
11,1337.22,0,1,1,45.17,0,2,23.52,0
17,1592.24,0,0,1,64.13,0,4,13.78,0
14,1058.79,0,0,1,54.63,0,4,16.03,0
8,1904.83,0,0,1,48.42,0,2,15.25,0
16,1820.9,0,0,1,49.6,0,1,9.44,0
16,2157.96,0,0,0,68.43,0,1,7.8,0
12,1985.75,0,0,1,53.32,0,2,20.77,0
13,1728.96,0,0,1,63.11,0,4,12.62,0
15,1756.39,0,0,1,41.64,0,5,7.31,0
16,1450.82,2,0,1,53.65,0,3,17.86,0
9,1457.46,0,0,1,46.2,0,3,9.22,0
12,1669.33,0,0,0,52.55,0,1,14.08,0
3,10.0,7,0,0,13.16,0,41,0.49,1
9,1038.13,0,0,1,68.78,0,1,13.67,0
9,2174.42,0,0,1,59.87,0,5,11.11,0
12,1474.87,0,0,1,64.29,0,4,9.13,0
16,1571.74,0,0,1,68.68,0,4,4.21,0
17,704.34,0,0,1,80.61,0,1,17.43,0
11,2047.9,0,0,1,54.19,0,2,11.97,0
12,2155.66,1,0,1,54.62,0,2,15.82,0
12,1283.78,0,0,1,62.58,0,3,9.19,0
13,1880.28,0,1,1,63.66,0,5,15.05,0
13,1361.25,0,0,1,54.39,0,1,10.04,0
13,1711.36,0,0,1,53.79,0,5,17.16,0
9,1471.65,0,0,1,62.63,0,4,8.62,0
4,141.93,6,1,0,15.94,1,36,0.75,1
16,1729.55,0,0,1,53.7,0,3,10.42,0
15,1260.17,0,0,1,79.26,0,3,18.5,0
12,1679.61,0,0,1,57.97,0,2,11.15,0
0,235.48,8,1,0,9.57,1,17,0.09,1
10,1928.83,0,0,1,41.65,0,4,6.28,0
22,132.04,3,1,0,144.79,1,40,0.72,1
12,1998.32,0,0,0,48.78,0,1,12.3,0
10,1263.57,0,0,1,54.0,0,3,2.96,0
13,1879.77,0,0,1,53.29,0,1,12.05,0
2,63.85,3,1,0,142.59,1,41,1.17,1
9,2596.62,0,0,1,53.08,0,2,9.3,0
11,1775.98,0,0,1,41.64,0,4,15.7,0
12,1935.47,0,0,1,50.27,0,1,20.89,0
16,1195.25,0,0,1,71.98,0,2,15.42,0
12,1389.04,1,0,1,41.93,0,1,13.16,0
14,2289.54,0,0,1,50.91,0,2,9.97,0
10,1967.5,2,0,1,72.23,0,5,12.13,0
23,76.89,6,1,0,121.54,1,12,0.61,1
10,1946.16,0,0,1,61.34,0,3,22.12,0
15,1724.72,0,0,1,55.98,0,2,19.33,0
13,2351.39,0,0,1,47.75,0,1,18.66,0
8,2616.83,1,0,1,55.12,0,2,7.38,0
12,1748.39,0,0,1,47.83,0,1,13.05,0
2,282.74,3,1,0,136.72,1,28,0.02,1
12,2284.85,1,0,1,48.98,0,3,0.5,0
13,1423.18,0,0,1,48.96,1,4,13.08,0
12,1828.5,0,0,1,51.78,0,2,20.81,0
16,1513.58,0,0,1,77.19,0,1,17.81,0
12,1977.91,0,0,1,62.07,0,4,6.7,0
16,1586.56,0,0,1,72.78,0,2,16.68,0
16,1789.8,0,0,1,65.63,0,1,4.36,0
14,1452.7,0,0,1,55.49,0,1,4.6,0
16,1413.32,0,0,1,71.84,0,2,9.79,0
13,1671.85,0,0,1,65.47,0,2,11.43,0
20,2210.76,0,0,1,45.84,0,5,0.5,0
10,1897.24,1,0,1,40.4,0,1,10.91,0
9,2313.64,0,1,1,60.44,0,4,13.43,0
19,974.64,1,0,1,41.12,0,1,18.86,0
12,1469.56,0,0,1,58.36,0,3,4.12,0
14,919.5,0,0,1,70.25,0,4,5.12,0
13,1959.69,0,0,1,73.21,0,5,14.61,0
12,2233.68,0,0,0,50.05,0,1,11.66,0
11,1480.02,0,0,1,68.22,0,5,13.78,0
9,1103.11,1,0,1,59.93,0,2,7.38,0
8,1644.85,0,0,1,61.99,0,2,15.68,0
15,1593.26,0,0,1,43.26,0,5,16.67,0
10,2183.12,0,0,1,69.32,0,2,9.44,0
13,1577.15,0,0,1,73.06,0,4,16.12,0
12,1443.7,1,0,1,50.43,0,3,6.64,0
0,10.0,4,1,0,124.38,0,47,0.42,1
17,2366.56,0,0,1,56.18,0,2,18.04,0
8,1973.91,0,0,1,35.13,0,1,19.42,0
14,2256.03,0,0,1,61.38,0,4,11.8,0
10,1659.66,1,1,1,47.52,0,2,11.06,0
14,1516.08,0,0,1,58.03,0,1,10.52,0
16,1687.8,1,0,1,72.14,0,4,12.51,0
16,2313.53,0,0,1,64.12,0,1,16.79,0
4,77.81,6,1,1,4.59,0,49,0.67,1
19,1806.45,0,0,1,69.2,0,1,14.66,0
10,1935.18,0,0,1,49.57,0,1,17.08,0
11,2497.83,0,0,1,62.46,0,1,15.93,0
4,319.64,4,0,0,111.58,0,20,1.16,1
13,960.26,0,0,1,51.08,0,4,14.17,0
13,2216.02,0,0,1,56.65,0,2,15.3,0
7,1669.19,0,0,1,50.73,0,1,13.08,0
0,106.29,3,1,0,126.74,0,34,1.07,1
16,1673.97,0,0,1,49.09,0,2,9.67,0
14,1916.36,0,0,1,69.57,0,4,7.91,0
10,1947.0,0,0,1,64.75,0,1,11.14,0
19,1571.53,0,0,1,46.9,0,3,4.71,0
9,1332.73,0,0,1,55.02,0,1,0.5,0
9,1488.36,2,0,1,55.41,0,4,0.5,0
10,1440.87,0,0,1,61.95,0,1,13.95,0
9,1531.31,1,0,1,53.37,0,3,8.63,0
12,1568.35,0,0,1,59.96,0,3,15.61,0
3,153.69,4,1,0,19.85,1,41,0.49,1
7,2391.23,1,0,1,50.89,0,2,4.77,0
9,1871.39,0,0,1,57.84,0,2,0.5,0
10,1711.39,0,0,1,46.33,0,3,7.35,0
9,1665.38,2,0,1,69.93,0,5,7.87,0
10,2280.77,0,0,1,55.07,0,4,9.98,0
11,1586.91,0,0,1,57.79,0,1,11.13,0
9,1618.08,0,0,1,55.47,0,4,12.75,0
10,1774.94,0,0,1,31.52,0,5,10.11,0
12,1813.61,0,0,1,61.23,0,2,13.22,0
16,1957.17,0,0,1,55.97,0,5,7.77,0
11,2547.53,0,0,1,43.06,0,5,3.97,0
16,1587.25,1,0,1,55.3,0,5,20.44,0
11,956.06,1,0,1,54.58,0,2,12.59,0
10,1273.15,1,0,1,57.76,0,3,13.17,0
13,1687.55,2,0,1,65.56,0,5,12.25,0
12,2798.97,0,0,0,51.09,0,4,14.52,0
16,1040.13,1,0,1,52.05,0,1,17.63,0
7,1147.47,0,1,1,59.89,0,5,13.13,0
22,201.56,10,0,0,121.72,1,21,0.34,1
11,2311.81,0,0,1,37.86,0,3,7.45,0
12,1554.56,0,0,1,64.63,0,2,10.47,0
22,29.97,5,0,0,15.36,0,49,0.42,1
10,1413.69,0,0,1,51.81,0,3,14.51,0
7,1592.7,0,0,1,43.52,0,5,12.94,0
10,2226.15,2,0,1,59.65,0,3,13.16,0
9,2093.13,1,0,1,62.93,0,2,23.31,0
12,1910.64,0,0,1,53.86,0,4,18.69,0
17,1998.75,0,0,1,46.67,0,5,9.85,0
9,2079.57,1,0,1,42.96,0,5,13.02,0
14,958.17,0,0,1,38.52,0,2,9.26,0
17,2007.52,1,0,1,57.53,0,2,10.18,0
12,1580.72,0,0,1,71.55,0,4,4.65,0
13,1833.67,0,0,1,54.55,0,1,23.17,0
16,1761.96,2,0,1,44.26,0,5,4.86,0
12,874.38,0,0,1,54.84,0,4,6.67,0
12,2113.15,0,0,1,60.27,0,4,11.34,0
16,1834.81,0,0,1,53.75,0,5,12.04,0
13,1642.56,0,0,1,53.38,0,2,14.49,0
10,1693.76,0,0,1,51.94,0,1,16.37,0
10,1902.47,1,0,1,48.32,0,3,19.94,0
17,1235.58,0,0,1,45.17,0,2,16.33,0
13,1696.95,0,0,1,54.85,0,4,17.28,0
9,1413.36,0,0,1,71.07,0,3,5.7,0
10,1530.48,0,0,1,54.7,0,2,10.89,0
11,2581.17,0,0,1,54.26,0,5,14.99,0
17,2277.09,0,0,1,65.79,0,2,16.37,0
15,1172.86,1,0,1,56.39,0,3,7.96,0
11,2023.33,0,0,1,64.54,0,1,9.58,0
10,1302.21,0,0,1,54.89,0,1,9.37,0
11,1736.58,0,0,1,52.36,0,1,14.76,0
10,2411.5,0,0,1,50.86,0,3,2.69,0
11,1609.68,0,0,1,49.76,0,1,6.1,0
8,1539.24,0,0,1,72.26,0,5,11.38,0
18,3039.32,0,0,1,63.62,0,4,12.02,0
8,1586.76,0,0,1,59.93,0,3,14.28,0
1,252.1,3,1,0,16.81,1,20,0.07,1
14,1247.36,0,0,1,60.75,0,5,18.87,0
16,1941.51,0,0,1,56.8,0,4,16.33,0
11,1772.85,0,0,1,59.78,0,3,12.07,0
12,1979.93,0,0,1,69.04,0,1,13.9,0
10,2034.12,0,0,1,42.68,0,4,7.74,0
9,2041.65,0,0,1,55.64,0,4,18.19,0
14,2477.42,1,0,1,64.39,0,5,2.85,0
20,1446.45,0,0,1,52.62,0,5,13.25,0
12,2661.97,2,0,1,58.73,0,1,13.43,0
11,2169.4,0,0,1,36.68,0,5,15.23,0
10,2002.22,0,1,1,78.61,0,5,11.16,0
14,2000.06,0,0,1,59.44,0,5,17.39,0
14,1952.69,0,0,1,50.82,0,4,16.87,0
11,1388.08,0,0,1,25.24,0,1,14.05,0
1,234.37,9,1,0,17.79,1,43,0.75,1
14,2101.89,1,0,1,60.25,0,3,17.52,0
12,1361.89,0,0,1,63.16,0,3,15.66,0
3,51.43,6,1,1,24.75,1,30,0.18,1
15,912.66,0,0,1,50.8,0,1,4.62,0
0,312.23,4,1,0,108.63,0,27,0.54,1
15,1677.92,0,0,1,66.31,0,3,13.86,0
18,1595.05,0,0,1,42.38,0,4,12.18,0
8,1017.06,1,0,1,66.61,0,4,17.29,0
12,1862.85,1,0,1,65.97,0,4,16.13,0
0,107.5,10,1,0,84.86,1,34,0.12,1
11,1159.89,0,0,1,50.92,0,2,13.07,0
16,2135.87,0,0,1,62.3,0,4,10.12,0
14,847.7,0,0,1,47.08,0,5,21.29,0
15,2028.47,1,0,1,69.22,0,3,18.78,0
15,1277.05,0,0,1,69.23,0,5,9.33,0
9,1338.6,0,0,1,52.11,0,3,20.04,0
0,108.66,3,1,0,116.8,1,32,0.65,1
9,1907.22,1,1,1,69.17,0,2,10.06,0
11,1430.17,0,0,1,43.4,0,4,6.31,0
12,1609.04,0,0,1,52.85,0,2,17.55,0
16,1457.53,1,0,1,58.61,0,1,18.66,0
16,1710.61,0,0,1,72.66,0,4,4.94,0
13,2460.23,0,0,1,52.9,0,2,22.01,0
11,1574.42,0,0,1,56.04,0,4,14.67,0
22,260.07,8,0,0,120.75,0,17,0.63,1
7,2355.91,0,0,1,55.35,0,1,14.59,0
8,1192.41,0,0,1,45.26,0,5,16.0,0
11,2019.87,0,0,1,39.28,0,4,12.01,0
12,2001.79,1,0,1,58.27,0,3,8.87,0
14,1394.21,1,0,1,43.18,0,1,9.23,0
13,1736.9,0,1,1,44.11,0,4,5.54,0
15,1757.09,0,0,1,47.79,0,5,8.69,0
15,1462.02,1,0,1,47.69,0,3,19.97,0
20,1829.28,0,0,1,53.23,0,2,16.65,0
17,1944.18,0,0,1,70.03,0,5,15.0,0
8,1636.13,0,0,1,61.88,0,3,20.03,0
3,205.38,6,1,1,152.47,1,10,0.3,1
16,1515.48,0,0,1,67.57,0,3,18.45,0
14,2278.87,0,0,1,55.85,0,1,13.48,0
23,140.59,4,0,0,13.81,1,46,0.47,1
1,279.45,5,1,1,134.0,0,15,0.79,1
11,1711.24,0,0,1,74.47,0,5,11.23,0
9,2081.26,0,0,1,55.05,0,3,8.51,0
10,2467.63,0,0,1,48.83,0,5,18.88,0
12,2033.03,0,0,1,55.8,0,5,10.05,0
14,1450.8,0,0,1,61.69,0,4,12.98,0
3,60.75,7,1,0,16.9,1,35,0.77,1
10,1498.05,1,0,1,48.69,0,5,22.34,0
11,1080.71,0,0,1,48.29,0,1,3.04,0
12,1973.98,1,0,1,64.5,0,5,20.55,0
7,2673.64,0,0,1,55.37,0,3,4.78,0
10,1723.65,0,0,1,44.99,0,4,14.2,0
10,1883.81,0,0,1,45.34,0,4,14.93,0
7,1341.14,0,0,1,56.72,0,1,16.63,0
16,2824.2,0,0,0,45.47,0,1,2.83,0
8,1050.62,0,0,1,52.69,0,5,4.34,0
11,2292.09,0,0,1,49.73,0,3,9.34,0
18,969.15,0,0,1,61.7,0,5,12.89,0
10,1913.22,0,0,0,51.71,0,2,13.34,0
14,1831.26,0,0,1,63.22,0,3,15.74,0
11,1897.46,0,0,1,57.2,0,4,15.88,0
12,1582.56,0,0,0,32.06,0,1,5.24,0
12,1198.85,1,0,1,38.2,0,3,9.71,0
17,1891.63,0,0,1,50.78,0,1,15.07,0
14,1363.13,0,0,1,35.33,0,4,18.69,0
7,1990.5,0,0,1,59.16,0,2,24.88,0
14,1836.95,0,0,1,53.4,0,2,11.32,0
3,43.0,6,1,0,22.24,1,34,0.45,1
13,2152.46,1,0,1,64.08,0,5,3.67,0
15,1635.01,0,0,1,39.05,0,1,14.31,0
7,1724.7,0,0,1,52.68,0,2,17.13,0
10,1958.32,0,0,1,52.97,0,3,0.5,0
18,1779.39,0,0,1,42.24,0,5,8.29,0
13,1854.64,1,0,1,46.7,0,4,0.5,0
8,1504.09,0,0,1,56.59,0,1,13.02,0
16,1791.26,1,0,0,52.68,0,3,12.29,0
11,1199.81,0,0,1,48.57,0,3,16.55,0
12,1796.92,0,0,1,66.45,0,3,21.05,0
13,1354.07,0,0,0,51.8,0,3,13.42,0
9,1411.95,1,0,1,69.59,0,4,16.48,0
19,1787.52,2,0,1,67.22,0,1,14.36,0
13,1590.51,0,0,1,59.29,0,3,2.81,0
10,2133.44,0,0,1,63.8,0,1,13.0,0
16,1800.44,0,0,1,61.43,0,5,8.49,0
14,1660.74,0,0,1,62.16,0,1,5.04,0
17,1970.18,0,0,1,63.94,0,2,4.46,0
11,1144.79,0,0,1,44.7,0,4,0.5,0
12,1785.36,0,0,1,47.34,0,3,12.14,0
12,2088.98,0,0,1,50.82,0,1,9.49,0
23,432.28,5,0,0,11.33,1,32,0.65,1
11,1725.33,0,0,1,41.97,0,2,0.5,0
8,2341.38,0,0,1,57.63,0,3,2.81,0
1,10.0,3,0,0,101.11,1,43,0.58,1
2,144.32,4,1,0,19.36,1,38,0.4,1
2,253.23,9,0,0,8.23,1,17,0.28,1
11,2618.74,0,0,0,45.93,0,2,12.85,0
12,1430.37,0,0,1,50.44,0,2,17.18,0
12,1599.51,0,0,1,59.42,0,3,7.58,0
5,377.1,3,1,0,133.32,1,10,0.64,1
12,1915.03,0,0,1,65.65,0,1,22.68,0
18,1696.08,0,0,1,56.88,0,4,24.81,0
22,268.91,6,0,0,150.81,0,39,0.22,1
16,1967.07,0,0,1,46.46,0,3,15.17,0
10,2236.72,0,0,1,67.65,0,4,13.38,0
15,1774.33,0,0,1,51.09,1,5,12.14,0
12,1662.37,0,0,1,58.25,0,5,16.55,0
16,2413.15,0,0,1,73.46,0,5,15.69,0
11,1873.72,0,0,1,47.18,0,5,20.57,0
13,2556.18,1,0,1,61.6,0,1,2.51,0
22,311.81,4,1,0,21.22,1,48,0.57,1
18,1842.82,0,0,1,49.67,0,4,21.98,0
15,1351.83,0,0,1,52.73,0,2,3.97,0
18,1812.87,0,0,1,70.3,0,4,13.63,0
18,2202.64,0,0,1,55.93,0,4,19.33,0
13,2182.52,0,0,1,38.04,0,1,9.03,0
12,1009.61,1,0,1,65.7,0,3,14.9,0
10,969.76,0,0,1,52.59,0,1,10.61,0
0,225.88,6,0,0,17.44,1,44,0.74,1
13,2086.29,0,0,1,53.73,0,5,8.07,0
16,1882.03,0,0,1,40.43,1,1,18.63,0
3,328.61,3,1,0,13.31,1,44,0.66,1
12,2412.08,0,0,1,58.47,0,3,12.91,0
17,2621.53,0,0,1,52.76,0,2,8.55,0
10,1459.79,0,0,1,29.34,0,2,6.59,0
15,2220.02,0,0,1,66.39,0,5,16.12,0
9,1515.11,0,0,1,37.44,0,3,15.8,0
11,1435.74,0,0,1,66.26,0,2,8.39,0
4,230.05,5,0,0,18.92,1,11,0.58,1
12,1831.25,0,0,1,70.69,0,2,12.05,0
18,1461.46,0,0,1,69.85,0,2,11.27,0
13,2098.79,0,0,1,68.25,0,1,11.61,0
4,337.54,6,1,0,6.2,1,24,0.42,1
9,1092.38,0,0,1,49.85,0,3,15.83,0
16,2476.94,1,0,1,53.83,0,3,2.07,0
13,1379.51,2,0,1,49.51,0,3,9.47,0
11,1082.76,0,0,1,59.63,0,2,12.55,0
11,1469.74,0,0,1,57.5,0,2,5.57,0
11,2249.97,0,0,1,55.59,0,1,13.64,0
9,2484.82,0,0,1,74.58,0,5,22.82,0
18,923.5,0,0,0,34.88,0,4,11.47,0
10,2974.26,0,0,1,67.82,0,5,6.12,0
22,147.75,7,1,0,135.52,1,10,0.13,1
4,358.46,8,0,0,119.22,1,13,0.45,1
13,2685.01,1,0,1,76.96,0,2,18.48,0
10,2221.59,1,0,1,60.23,0,5,13.49,0
9,1044.14,0,0,1,42.79,0,3,17.8,0
10,1893.22,0,0,1,63.49,0,1,7.85,0
7,1589.38,0,0,1,56.56,0,3,11.12,0
10,1527.93,0,0,1,51.9,0,1,25.09,0
4,212.43,4,0,0,10.03,1,37,0.51,1
9,1779.55,1,0,1,55.42,0,5,6.25,0
11,2241.29,0,0,1,79.12,0,1,6.96,0
12,2129.31,1,0,1,63.23,0,5,18.36,0
9,1867.03,1,0,1,46.63,0,4,11.88,0
9,2288.11,2,0,1,58.69,0,1,23.62,0
17,1387.22,0,0,1,51.07,0,3,15.16,0
1,62.56,6,0,0,15.48,1,46,0.63,1
12,1407.07,2,0,1,61.13,0,5,9.2,0
16,2068.36,0,0,1,66.07,0,1,17.84,0
3,73.2,5,1,0,15.22,1,20,0.33,1
8,2274.69,0,0,1,64.05,0,1,8.31,0
16,1421.7,0,0,1,72.3,0,4,12.34,0
12,1256.99,0,0,1,53.21,0,3,8.71,0
12,1449.32,1,0,1,66.48,0,4,11.61,0
12,2340.45,0,0,1,63.14,0,4,19.19,0
14,2435.94,0,0,1,60.01,0,4,22.45,0
16,1528.31,0,0,1,41.52,0,3,26.11,0
16,1943.79,0,0,1,51.32,0,4,10.64,0
9,1561.24,0,0,0,50.38,1,2,6.31,0
14,1870.46,2,0,1,53.05,0,3,17.45,0
15,1390.39,0,0,1,61.56,0,1,18.53,0
12,1650.69,0,0,1,72.58,0,2,19.91,0
8,2002.01,0,0,1,52.95,0,1,2.86,0
10,1705.72,0,0,1,56.01,0,1,10.17,0
10,1996.58,0,0,1,62.19,0,1,5.38,0
11,1740.02,0,0,0,59.52,0,1,14.16,0
12,2033.1,0,0,1,58.03,0,3,13.41,0
10,1811.51,2,0,1,66.63,1,4,1.37,0
11,1700.9,0,0,1,64.25,0,1,0.5,0
17,1736.68,1,0,1,50.58,0,5,3.96,0
9,2272.4,0,0,1,61.2,0,3,8.59,0
11,985.51,0,0,1,76.27,0,3,13.12,0
18,2268.72,0,0,1,55.37,0,5,9.63,0
11,1056.27,0,0,1,65.07,0,2,17.98,0
13,1368.11,0,0,1,53.55,0,2,15.99,0
11,1796.75,0,0,1,64.29,0,2,7.17,0
13,1007.21,0,0,1,61.29,0,5,7.31,0
15,1828.86,0,0,1,52.78,0,4,7.7,0
17,2202.37,0,0,1,54.45,0,4,10.44,0
11,1816.51,0,0,1,50.32,0,4,9.48,0
11,1634.63,0,0,1,50.55,0,4,21.7,0
0,157.41,10,1,0,115.23,1,29,0.84,1
16,1067.54,0,0,1,68.06,0,2,7.96,0
9,2117.27,0,0,1,67.1,0,2,9.96,0
10,1561.44,0,0,0,53.12,0,4,13.96,0
9,2061.99,0,0,1,61.1,0,4,4.74,0
13,1691.85,0,0,1,44.01,0,1,13.2,0
14,1655.41,0,0,1,60.18,0,2,15.81,0
12,1490.15,1,0,1,53.71,0,5,7.14,0
9,2080.28,2,0,1,36.77,0,2,13.9,0
14,1758.01,0,0,1,43.03,0,4,15.58,0
18,1918.11,0,0,1,41.64,0,2,22.56,0
11,1508.42,0,0,1,54.93,0,4,0.5,0
9,2050.62,0,0,1,40.95,0,4,11.78,0
10,1652.42,0,0,1,54.64,0,5,15.56,0
11,1876.63,0,0,1,55.83,0,3,8.79,0
10,2075.67,0,0,1,56.33,0,3,14.31,0
9,1717.89,0,0,1,42.96,0,3,10.02,0
15,1665.9,1,0,1,56.56,0,4,13.28,0
11,1297.95,0,0,1,62.99,0,1,7.46,0
23,336.43,5,1,0,112.53,0,25,0.19,1
12,2223.25,0,0,1,54.84,0,5,15.33,0
13,2479.77,1,0,1,39.06,0,4,11.61,0
18,2277.25,0,0,1,45.4,0,5,9.68,0
1,159.33,3,1,0,111.89,0,38,0.77,1
18,2708.58,0,0,1,39.98,0,2,11.03,0
8,2376.78,0,0,1,51.11,0,3,12.45,0
9,1573.32,1,0,1,69.27,0,1,20.41,0
18,1754.14,0,0,1,39.79,0,2,16.3,0
15,1811.68,0,0,0,60.51,0,4,10.5,0
16,1949.41,0,0,1,62.44,0,3,14.38,0
11,1781.05,2,0,1,49.11,0,1,7.4,0
13,1940.15,0,0,1,48.21,0,1,16.97,0
9,1449.29,0,0,1,60.74,0,2,24.33,0
15,2019.33,0,0,1,64.51,0,2,25.22,0
14,1840.99,0,0,1,65.82,0,2,8.53,0
13,1478.01,1,0,1,60.9,0,1,12.29,0
2,159.6,7,1,0,122.44,1,33,0.72,1
13,2756.84,0,0,1,46.6,0,1,16.49,0
10,2227.52,1,0,1,62.12,0,5,12.61,0
12,2251.3,1,0,1,46.14,0,4,31.09,0
11,1818.77,2,0,1,57.15,0,2,16.16,0
16,1560.07,1,0,1,47.17,0,2,16.71,0
11,1791.03,1,0,1,43.62,0,2,11.86,0
8,2027.31,0,0,1,51.6,0,1,10.65,0
12,2052.98,0,0,1,66.65,0,2,9.45,0
12,1732.65,1,0,1,56.45,0,4,6.63,0
8,1549.47,0,0,1,58.11,0,2,15.31,0
8,2157.48,0,0,1,57.78,0,4,18.62,0
7,2342.23,0,0,1,48.94,0,2,6.87,0
8,2469.38,1,0,1,51.87,0,2,8.68,0
14,1562.32,0,0,1,56.08,0,5,9.45,0
15,1174.15,0,0,1,49.49,0,2,10.78,0
14,2182.68,0,0,1,48.84,0,3,13.91,0
7,2302.16,0,0,0,39.97,0,4,25.43,0
11,1263.15,0,0,1,54.25,0,1,14.45,0
7,2302.06,0,0,1,39.67,0,3,9.24,0
14,1524.45,0,0,1,49.78,0,1,18.91,0
12,1854.7,0,0,1,76.34,0,1,10.1,0
17,1991.8,1,0,1,60.37,0,3,13.38,0
3,15.16,6,1,0,135.16,1,36,1.06,1
10,2884.32,2,0,1,59.41,0,4,9.66,0
14,1606.55,0,0,1,48.23,0,4,21.49,0
23,165.6,3,1,0,26.04,1,28,0.7,1
22,167.7,5,1,0,14.95,1,47,0.24,1
16,989.68,0,0,1,51.77,0,5,14.41,0
18,1800.27,1,0,1,48.97,0,3,11.31,0
17,1432.72,0,0,1,30.71,0,4,18.85,0
9,2197.78,1,0,1,60.02,0,5,5.46,0
9,2089.84,0,0,1,63.32,0,4,15.14,0
12,1697.08,0,0,1,61.95,0,1,4.95,0
13,2157.18,0,0,1,66.09,0,4,16.01,0
16,1976.67,0,0,1,46.53,0,1,20.55,0
15,2041.52,0,0,1,68.06,0,2,22.55,0
9,1828.9,0,0,1,60.55,0,2,16.04,0
10,1874.28,0,0,1,32.41,0,1,10.41,0
18,2273.4,0,0,1,72.8,0,1,23.5,0
12,1893.11,0,0,1,46.14,0,5,9.47,0
10,2000.33,0,0,1,75.18,0,2,8.89,0
15,2108.3,1,0,1,57.22,0,4,21.81,0
9,2303.69,0,0,1,43.05,0,5,15.6,0
10,2102.6,0,0,1,51.29,0,5,9.8,0
10,511.59,0,0,1,41.93,0,4,2.69,0
13,2028.8,1,0,1,44.74,0,5,0.5,0
10,1935.11,0,0,1,73.38,0,4,5.61,0
0,358.52,4,1,0,10.32,1,25,0.62,1
8,1912.02,0,0,1,56.25,0,1,10.09,0
14,1907.44,0,0,1,66.85,0,1,10.26,0
13,1911.71,0,0,1,67.93,0,2,14.64,0
10,1690.83,0,0,1,50.91,0,1,28.42,0
14,1365.55,0,0,1,51.72,0,3,13.21,0
11,2079.03,1,0,1,75.85,0,5,13.97,0
17,1702.93,0,0,1,50.03,0,2,6.96,0
13,1612.09,1,0,1,39.83,0,1,2.19,0
